Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
F,Dustin Poirier (12421701),Dustin Poirier,12421701,F,7100,Holloway@Poirier 04/13/2019 06:15PM ET,Poirier,87.14
F,Kelvin Gastelum (12421699),Kelvin Gastelum,12421699,F,7000,Adesanya@Gastelum 04/13/2019 06:15PM ET,Gastelum,82.25
F,Andre Soukhamthath (12421707),Andre Soukhamthath,12421707,F,6800,Jackson@Soukhamthath 04/13/2019 06:15PM ET,Soukhamthath,64.5
,,,,,,,,
,,,,,,,,
,,,,,,,,
"SLPM top 5, next 5 is bovada, next 5 is bovada without montel, next 5 is without Lauren M, last 5 is without holloway",,,,,,,,
Max Holloway (12421700),  Brandon Davis (12421722),  Jalin Turner (12421714),  Alan Jouban (12421716),  Nikita Krylov (12421708),  Lauren Mueller (12421721),,,
Montel Jackson (12421706),  Brandon Davis (12421722),  Belal Muhammad (12421718),  Zelim Imadaev (12421713),  Dwight Grant (12421717),  Lauren Mueller (12421721),,,
Max Holloway (12421700),  Eryk Anders (12421702),  Brandon Davis (12421722),  Ovince Saint Preux (12421709),  Dwight Grant (12421717),  Lauren Mueller (12421721),,,
Eryk Anders (12421702),  Poliana Botelho (12421720),  Brandon Davis (12421722),  Belal Muhammad (12421718),  Dwight Grant (12421717),  Kelvin Gastelum (12421699),,,
Montel Jackson (12421706),  Eryk Anders (12421702),  Jalin Turner (12421714),  Ovince Saint Preux (12421709),  Dwight Grant (12421717),  Lauren Mueller (12421721),,,
Max Holloway (12421700),  Jalin Turner (12421714),  Alan Jouban (12421716),  Nikita Krylov (12421708),  Randy Costa (12421723),  Lauren Mueller (12421721),,,
Max Holloway (12421700),  Belal Muhammad (12421718),  Jalin Turner (12421714),  Alan Jouban (12421716),  Nikita Krylov (12421708),  Randy Costa (12421723),,,
Max Holloway (12421700),  Jalin Turner (12421714),  Alan Jouban (12421716),  Nikita Krylov (12421708),  Zelim Imadaev (12421713),  Randy Costa (12421723),,,
Max Holloway (12421700),  Belal Muhammad (12421718),  Jalin Turner (12421714),  Alan Jouban (12421716),  Nikita Krylov (12421708),  Lauren Mueller (12421721),,,
Montel Jackson (12421706),  Eryk Anders (12421702),  Jalin Turner (12421714),  Ovince Saint Preux (12421709),  Dwight Grant (12421717),  Lauren Mueller (12421721),,,
Montel Jackson (12421706),  Eryk Anders (12421702),  Brandon Davis (12421722),  Boston Salmon (12421710),  Lauren Mueller (12421721),  Kelvin Gastelum (12421699),,,
Montel Jackson (12421706),  Max Holloway (12421700),  Eryk Anders (12421702),  Zelim Imadaev (12421713),  Lauren Mueller (12421721),  Kelvin Gastelum (12421699),,,
Montel Jackson (12421706),  Max Holloway (12421700),  Brandon Davis (12421722),  Belal Muhammad (12421718),  Lauren Mueller (12421721),  Kelvin Gastelum (12421699),,,
Eryk Anders (12421702),  Brandon Davis (12421722),  Boston Salmon (12421710),  Belal Muhammad (12421718),  Dwight Grant (12421717),  Lauren Mueller (12421721),,,
Max Holloway (12421700),  Eryk Anders (12421702),  Belal Muhammad (12421718),  Zelim Imadaev (12421713),  Dwight Grant (12421717),  Lauren Mueller (12421721),,,
Max Holloway (12421700),  Brandon Davis (12421722),  Boston Salmon (12421710),  Jalin Turner (12421714),  Dwight Grant (12421717),  Lauren Mueller (12421721),,,
Max Holloway (12421700),  Eryk Anders (12421702),  Brandon Davis (12421722),  Max Griffin (12421712),  Dwight Grant (12421717),  Lauren Mueller (12421721),,,
Max Holloway (12421700),  Eryk Anders (12421702),  Brandon Davis (12421722),  Zelim Imadaev (12421713),  Ovince Saint Preux (12421709),  Kelvin Gastelum (12421699),,,
Max Holloway (12421700),  Eryk Anders (12421702),  Brandon Davis (12421722),  Zelim Imadaev (12421713),  Dwight Grant (12421717),  Kelvin Gastelum (12421699),,,
Max Holloway (12421700),  Eryk Anders (12421702),  Boston Salmon (12421710),  Jalin Turner (12421714),  Dwight Grant (12421717),  Kelvin Gastelum (12421699),,,
Eryk Anders (12421702),  Brandon Davis (12421722),  Boston Salmon (12421710),  Belal Muhammad (12421718),  Zelim Imadaev (12421713),  Kelvin Gastelum (12421699),,,
