Sport,Game_Type,Entry_Key,Entry,Contest_Key,Contest_Date_EST,Place,Points,Winnings_Non_Ticket,Winnings_Ticket,Contest_Entries,Entry_Fee,Prize_Pool,Places_Paid
MMA,Classic,1416470268,MMA Satellite to $175K Knockout King $100 Qualifier (18/20),69657318,2019-03-02 18:30:00,560,442.5,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1416470263,MMA Satellite to $175K Knockout King $100 Qualifier (13/20),69657318,2019-03-02 18:30:00,581,436,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1416470266,MMA Satellite to $175K Knockout King $100 Qualifier (16/20),69657318,2019-03-02 18:30:00,585,435,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1416470269,MMA Satellite to $175K Knockout King $100 Qualifier (19/20),69657318,2019-03-02 18:30:00,588,433.5,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1416470252,MMA Satellite to $175K Knockout King $100 Qualifier (2/20),69657318,2019-03-02 18:30:00,637,418,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1416470255,MMA Satellite to $175K Knockout King $100 Qualifier (5/20),69657318,2019-03-02 18:30:00,662,408,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1416470257,MMA Satellite to $175K Knockout King $100 Qualifier (7/20),69657318,2019-03-02 18:30:00,708,392,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1416470264,MMA Satellite to $175K Knockout King $100 Qualifier (14/20),69657318,2019-03-02 18:30:00,944,330,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1416470270,MMA Satellite to $175K Knockout King $100 Qualifier (20/20),69657318,2019-03-02 18:30:00,949,327.5,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481702,MMA Satellite to $175K Knockout King $100 Qualifier (11/20),69742553,2019-03-02 18:30:00,22,642.5,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481699,MMA Satellite to $175K Knockout King $100 Qualifier (8/20),69742553,2019-03-02 18:30:00,32,629,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481692,MMA Satellite to $175K Knockout King $100 Qualifier (1/20),69742553,2019-03-02 18:30:00,36,624.5,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481708,MMA Satellite to $175K Knockout King $100 Qualifier (17/20),69742553,2019-03-02 18:30:00,206,544,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481706,MMA Satellite to $175K Knockout King $100 Qualifier (15/20),69742553,2019-03-02 18:30:00,228,541,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481703,MMA Satellite to $175K Knockout King $100 Qualifier (12/20),69742553,2019-03-02 18:30:00,239,536.5,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481694,MMA Satellite to $175K Knockout King $100 Qualifier (3/20),69742553,2019-03-02 18:30:00,267,523,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481700,MMA Satellite to $175K Knockout King $100 Qualifier (9/20),69742553,2019-03-02 18:30:00,267,523,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481695,MMA Satellite to $175K Knockout King $100 Qualifier (4/20),69742553,2019-03-02 18:30:00,294,514,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481697,MMA Satellite to $175K Knockout King $100 Qualifier (6/20),69742553,2019-03-02 18:30:00,324,498,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481701,MMA Satellite to $175K Knockout King $100 Qualifier (10/20),69742553,2019-03-02 18:30:00,524,446,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481709,MMA Satellite to $175K Knockout King $100 Qualifier (18/20),69742553,2019-03-02 18:30:00,542,442.5,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481704,MMA Satellite to $175K Knockout King $100 Qualifier (13/20),69742553,2019-03-02 18:30:00,559,436,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481707,MMA Satellite to $175K Knockout King $100 Qualifier (16/20),69742553,2019-03-02 18:30:00,562,435,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481710,MMA Satellite to $175K Knockout King $100 Qualifier (19/20),69742553,2019-03-02 18:30:00,565,433.5,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481693,MMA Satellite to $175K Knockout King $100 Qualifier (2/20),69742553,2019-03-02 18:30:00,603,418,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481696,MMA Satellite to $175K Knockout King $100 Qualifier (5/20),69742553,2019-03-02 18:30:00,638,408,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481698,MMA Satellite to $175K Knockout King $100 Qualifier (7/20),69742553,2019-03-02 18:30:00,684,392,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481705,MMA Satellite to $175K Knockout King $100 Qualifier (14/20),69742553,2019-03-02 18:30:00,910,330,$0.00,$0.00,1189,$0.10,$100.00,1
MMA,Classic,1417481711,MMA Satellite to $175K Knockout King $100 Qualifier (20/20),69742553,2019-03-02 18:30:00,921,327.5,$0.00,$0.00,1189,$0.10,$100.00,1
,,,,,,,,,,,,,6160
,,,,,,,,,,,,,2025
,,,,,,,,,,,,,3545
,,,,,,,,,,,,,3956
,,,,,,,,,,,,,9
,,,,,,,,,,,,,9
,,,,,,,,,,,,,720
,,,,,,,,,,,,,4450
,,,,,,,,,,,,,2
,,,,,,,,,,,,,2085
,,,,,,,,,,,,,24
,,,,,,,,,,,,,24
,,,,,,,,,,,,,24
,,,,,,,,,,,,,18
,,,,,,,,,,,,,18
,,,,,,,,,,,,,1315
,,,,,,,,,,,,,1315
,,,,,,,,,,,,,1315
,,,,,,,,,,,,,1315
,,,,,,,,,,,,,1315
,,,,,,,,,,,,,1315
,,,,,,,,,,,,,1315
,,,,,,,,,,,,,1315
,,,,,,,,,,,,,1315
,,,,,,,,,,,,,1315
,,,,,,,,,,,,,1315
,,,,,,,,,,,,,580
,,,,,,,,,,,,,3025
,,,,,,,,,,,,,3025
,,,,,,,,,,,,,3025
,,,,,,,,,,,,,3025
,,,,,,,,,,,,,3025
,,,,,,,,,,,,,3025
,,,,,,,,,,,,,3025
,,,,,,,,,,,,,3025
,,,,,,,,,,,,,3025
,,,,,,,,,,,,,3025
,,,,,,,,,,,,,3025
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,125
,,,,,,,,,,,,,125
,,,,,,,,,,,,,125
,,,,,,,,,,,,,125
,,,,,,,,,,,,,125
,,,,,,,,,,,,,125
,,,,,,,,,,,,,125
,,,,,,,,,,,,,125
,,,,,,,,,,,,,125
,,,,,,,,,,,,,125
,,,,,,,,,,,,,125
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,99
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,2265
,,,,,,,,,,,,,3940
,,,,,,,,,,,,,3940
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,5050
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,2945
,,,,,,,,,,,,,439
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,580
,,,,,,,,,,,,,225
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,2
,,,,,,,,,,,,,2
,,,,,,,,,,,,,2
,,,,,,,,,,,,,2
,,,,,,,,,,,,,2
,,,,,,,,,,,,,2
,,,,,,,,,,,,,2
,,,,,,,,,,,,,2
,,,,,,,,,,,,,2
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,600
,,,,,,,,,,,,,4
,,,,,,,,,,,,,1012
,,,,,,,,,,,,,1012
,,,,,,,,,,,,,1012
,,,,,,,,,,,,,1012
,,,,,,,,,,,,,1012
,,,,,,,,,,,,,1012
,,,,,,,,,,,,,2455
,,,,,,,,,,,,,2455
,,,,,,,,,,,,,2455
,,,,,,,,,,,,,2455
,,,,,,,,,,,,,2455
,,,,,,,,,,,,,2455
,,,,,,,,,,,,,590
,,,,,,,,,,,,,590
,,,,,,,,,,,,,590
,,,,,,,,,,,,,295
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,1769
,,,,,,,,,,,,,206
,,,,,,,,,,,,,206
,,,,,,,,,,,,,206
,,,,,,,,,,,,,206
,,,,,,,,,,,,,206
,,,,,,,,,,,,,206
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,99
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,1
,,,,,,,,,,,,,5
,,,,,,,,,,,,,5
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,4
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,4625
,,,,,,,,,,,,,10
,,,,,,,,,,,,,45
,,,,,,,,,,,,,140
,,,,,,,,,,,,,140
,,,,,,,,,,,,,225
,,,,,,,,,,,,,450
,,,,,,,,,,,,,100
,,,,,,,,,,,,,1000
,,,,,,,,,,,,,5
,,,,,,,,,,,,,9
,,,,,,,,,,,,,25
,,,,,,,,,,,,,150
,,,,,,,,,,,,,15
,,,,,,,,,,,,,20
,,,,,,,,,,,,,20
,,,,,,,,,,,,,10
,,,,,,,,,,,,,2329
,,,,,,,,,,,,,1500
,,,,,,,,,,,,,1250
,,,,,,,,,,,,,40
,,,,,,,,,,,,,40
,,,,,,,,,,,,,15
,,,,,,,,,,,,,15
,,,,,,,,,,,,,15
,,,,,,,,,,,,,9
,,,,,,,,,,,,,9
,,,,,,,,,,,,,9
,,,,,,,,,,,,,9
,,,,,,,,,,,,,450
,,,,,,,,,,,,,20400
,,,,,,,,,,,,,4600
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,125700
,,,,,,,,,,,,,2329
,,,,,,,,,,,,,720
,,,,,,,,,,,,,100
,,,,,,,,,,,,,11650
,,,,,,,,,,,,,877
,,,,,,,,,,,,,20710
,,,,,,,,,,,,,12835
,,,,,,,,,,,,,250
,,,,,,,,,,,,,50
,,,,,,,,,,,,,50
,,,,,,,,,,,,,50
,,,,,,,,,,,,,1700
,,,,,,,,,,,,,1700
,,,,,,,,,,,,,1700
,,,,,,,,,,,,,1700
,,,,,,,,,,,,,60
,,,,,,,,,,,,,60
,,,,,,,,,,,,,60
,,,,,,,,,,,,,60
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,50
,,,,,,,,,,,,,50
,,,,,,,,,,,,,50
,,,,,,,,,,,,,50
,,,,,,,,,,,,,50
,,,,,,,,,,,,,50
,,,,,,,,,,,,,50
,,,,,,,,,,,,,50
,,,,,,,,,,,,,50
,,,,,,,,,,,,,100
,,,,,,,,,,,,,100
,,,,,,,,,,,,,100
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,500
,,,,,,,,,,,,,5
,,,,,,,,,,,,,5
,,,,,,,,,,,,,5
,,,,,,,,,,,,,12
,,,,,,,,,,,,,10
,,,,,,,,,,,,,10
,,,,,,,,,,,,,15
,,,,,,,,,,,,,15
,,,,,,,,,,,,,15
,,,,,,,,,,,,,15
,,,,,,,,,,,,,15
,,,,,,,,,,,,,20
,,,,,,,,,,,,,20
,,,,,,,,,,,,,20
,,,,,,,,,,,,,20
,,,,,,,,,,,,,10
,,,,,,,,,,,,,40
,,,,,,,,,,,,,140
,,,,,,,,,,,,,140
,,,,,,,,,,,,,140
,,,,,,,,,,,,,140
,,,,,,,,,,,,,140
,,,,,,,,,,,,,140
,,,,,,,,,,,,,1920
,,,,,,,,,,,,,1920
,,,,,,,,,,,,,1920
,,,,,,,,,,,,,1920
,,,,,,,,,,,,,5
,,,,,,,,,,,,,5
,,,,,,,,,,,,,5
,,,,,,,,,,,,,5
,,,,,,,,,,,,,5
,,,,,,,,,,,,,10
,,,,,,,,,,,,,10
,,,,,,,,,,,,,10
,,,,,,,,,,,,,6
,,,,,,,,,,,,,5
,,,,,,,,,,,,,5
,,,,,,,,,,,,,5
,,,,,,,,,,,,,10
,,,,,,,,,,,,,6
,,,,,,,,,,,,,6
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,3
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,5
,,,,,,,,,,,,,5
,,,,,,,,,,,,,6
,,,,,,,,,,,,,10
,,,,,,,,,,,,,12
,,,,,,,,,,,,,6
,,,,,,,,,,,,,10
,,,,,,,,,,,,,12
,,,,,,,,,,,,,6
,,,,,,,,,,,,,6
,,,,,,,,,,,,,20
,,,,,,,,,,,,,12
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,0
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
,,,,,,,,,,,,,1
